"","age","renta","clients3clusters.cluster"
"2145",66,110388.366726524,1
"2146",27,105145.47,1
"2147",22,72879.18,2
"2148",24,89461.05,2
"2149",44,88593.75,2
"2150",38,87252.6,2
"2151",29,110388.366726524,1
"2152",23,113500.17,1
"2153",25,110388.366726524,1
"2154",34,150046.41,1
"2155",45,259184.37,3
"2156",50,144694.74,1
"2157",42,87626.82,2
"2158",70,134805.69,1
"2159",65,110388.366726524,1
"2160",24,140398.62,1
"2161",77,63510.84,4
"2162",89,111076.86,1
"2163",33,137706.36,1
"2164",27,52938.57,4
"2165",22,62253.96,4
"2166",54,110388.366726524,1
"2167",40,47197.71,4
"2168",43,137707.35,1
"2169",26,86105.28,2
"2170",40,112303.05,1
"2171",26,38096.82,4
"2172",51,110388.366726524,1
"2173",37,124077.03,1
"2174",33,125541.24,1
"2175",62,110388.366726524,1
"2176",22,13886.46,4
"2177",33,110388.366726524,1
"2178",25,231626.55,3
"2179",33,160333.71,1
"2180",24,110388.366726524,1
"2181",49,121636.65,1
"2182",56,143041.08,1
"2183",27,86715.45,2
"2184",48,110388.366726524,1
"2185",42,110388.366726524,1
"2186",51,60642.84,4
"2187",60,110388.366726524,1
"2188",44,110388.366726524,1
"2189",50,105844.05,1
"2190",70,216660.78,3
"2191",57,125685,1
"2192",44,89058.66,2
"2193",32,136308.57,1
"2194",22,96081.42,2
"2195",66,78195.96,2
"2196",44,87746.58,2
"2197",45,136843.74,1
"2198",47,97461.33,2
"2199",39,82029.48,2
"2200",55,118574.01,1
"2201",78,69337.23,2
"2202",36,110388.366726524,1
"2203",37,64209.81,4
"2204",28,97639.02,2
"2205",65,150023.76,1
"2206",22,214450.02,3
"2207",38,56043.12,4
"2208",40,56497.14,4
"2209",88,66818.61,2
"2210",70,110388.366726524,1
"2211",42,110388.366726524,1
"2212",18,213456.72,3
"2213",24,195549.57,3
"2214",21,41389.2,4
"2215",60,37189.8,4
"2216",26,88412.31,2
"2217",44,110388.366726524,1
"2218",20,90792.78,2
"2219",43,50484.9,4
"2220",53,110388.366726524,1
"2221",42,71675.19,2
"2222",57,110388.366726524,1
"2223",29,49630.5,4
"2224",61,126753.15,1
"2225",26,112646.07,1
"2226",30,219812.61,3
"2227",33,79650.27,2
"2228",32,35094.09,4
"2229",22,44479.11,4
"2230",40,83281.98,2
"2231",22,112769.1,1
"2232",53,104227.98,1
"2233",31,145193.25,1
"2234",45,125085.87,1
"2235",24,110388.366726524,1
"2236",44,155534.4,1
"2237",25,102900.84,1
"2238",23,77851.71,2
"2239",31,163432.47,1
"2240",46,111004.74,1
"2241",24,70351.95,2
"2242",16,169474.02,3
"2243",37,72235.29,2
"2244",43,110388.366726524,1
"2245",28,55442.34,4
"2246",53,150456.39,1
"2247",24,17897.76,4
"2248",23,110388.366726524,1
"2249",34,60406.44,4
"2250",74,124845.81,1
"2251",21,88030.14,2
"2252",53,112509.75,1
"2253",24,148044.06,1
"2254",15,110388.366726524,1
"2255",40,198858.63,3
"2256",28,104004.18,1
"2257",38,110388.366726524,1
"2258",47,149798.58,1
"2259",61,110388.366726524,1
"2260",24,110388.366726524,1
"2261",61,81720.21,2
"2262",92,110388.366726524,1
"2263",27,123064.56,1
"2264",24,110388.366726524,1
"2265",28,140408.34,1
"2266",83,222450.69,3
"2267",37,110388.366726524,1
"2268",22,50130.6,4
"2269",28,79351.95,2
"2270",21,110388.366726524,1
"2271",34,245257.83,3
"2272",50,97313.91,2
"2273",27,50839.08,4
"2274",33,110388.366726524,1
"2275",40,93391.83,2
"2276",23,75822.18,2
"2277",54,203489.19,3
"2278",44,108930.54,1
"2279",42,115718.13,1
"2280",29,110388.366726524,1
"2281",70,98936.61,2
"2282",20,77808.96,2
"2283",48,172687.02,3
"2284",39,70644.27,2
"2285",24,249424.83,3
"2286",25,110388.366726524,1
"2287",54,110388.366726524,1
"2288",63,165910.71,3
"2289",44,112195.77,1
"2290",60,56187.27,4
"2291",67,287045.88,3
"2292",28,126505.53,1
"2293",46,110388.366726524,1
"2294",40,110388.366726524,1
"2295",50,74471.67,2
"2296",34,81869.55,2
"2297",41,110388.366726524,1
"2298",50,184027.8,3
"2299",23,223248.84,3
"2300",21,39926.25,4
"2301",32,66238.62,2
"2302",57,68946.99,2
"2303",84,192431.88,3
"2304",67,182414.55,3
"2305",42,81928.35,2
"2306",37,136923.15,1
"2307",75,86689.17,2
"2308",66,236690.34,3
"2309",52,110388.366726524,1
"2310",22,135626.22,1
"2311",24,117727.26,1
"2312",24,62220.54,4
"2313",57,182722.86,3
"2314",36,110388.366726524,1
"2315",43,88919.43,2
"2316",40,137184.21,1
"2317",44,155447.01,1
"2318",23,189508.11,3
"2319",66,155985.36,1
"2320",23,61030.77,4
"2321",22,65849.55,2
"2322",73,62237.31,4
"2323",53,123198.45,1
"2324",28,63670.53,4
"2325",10,110388.366726524,1
"2326",21,51627.63,4
"2327",39,66452.16,2
"2328",82,70249.02,2
"2329",21,110388.366726524,1
"2330",20,50410.35,4
"2331",46,110388.366726524,1
"2332",58,45992.88,4
"2333",56,61477.83,4
"2334",24,100886.22,1
"2335",38,99881.94,2
"2336",52,110388.366726524,1
"2337",51,162771.96,1
"2338",41,73276.35,2
"2339",23,110388.366726524,1
"2340",20,90336.93,2
"2341",44,219426.78,3
"2342",15,173537.7,3
"2343",74,207669.51,3
"2344",21,110388.366726524,1
"2345",52,43240.47,4
"2346",44,172262.25,3
"2347",50,110388.366726524,1
"2348",36,17826.6,4
"2349",50,152975.46,1
"2350",31,63006.3,4
"2351",39,63304.2,4
"2352",22,43519.35,4
"2353",68,182868.18,3
"2354",51,110388.366726524,1
"2355",36,124492.86,1
"2356",26,151857.57,1
"2357",23,110388.366726524,1
"2358",57,110388.366726524,1
"2359",70,110388.366726524,1
"2360",22,58452.9,4
"2361",32,74400.99,2
"2362",33,225327.63,3
"2363",74,110388.366726524,1
"2364",48,97218.72,2
"2365",22,110388.366726524,1
"2366",25,75435.81,2
"2367",23,64372.77,4
"2368",24,174301.5,3
"2369",22,141108.75,1
"2370",41,64502.04,4
"2371",63,75662.25,2
"2372",39,251240.4,3
"2373",45,118972.11,1
"2374",25,128932.26,1
"2375",41,94911.93,2
"2376",76,46727.61,4
"2377",33,156103.38,1
"2378",23,110388.366726524,1
"2379",46,105815.19,1
"2380",34,110388.366726524,1
"2381",21,110388.366726524,1
"2382",11,110388.366726524,1
"2383",46,138348.87,1
"2384",25,29844.51,4
"2385",33,96882.72,2
"2386",30,110388.366726524,1
"2387",53,113027.7,1
"2388",22,110388.366726524,1
"2389",50,78347.46,2
"2390",37,81394.92,2
"2391",23,110111.76,1
"2392",36,54898.47,4
"2393",20,110388.366726524,1
"2394",50,146648.55,1
"2395",64,31607.46,4
"2396",39,44891.55,4
"2397",74,110388.366726524,1
"2398",26,59633.97,4
"2399",48,53087.34,4
"2400",57,153629.7,1
"2401",47,121686.78,1
"2402",68,110388.366726524,1
"2403",21,117833.52,1
"2404",51,110388.366726524,1
"2405",37,84468.75,2
"2406",23,59588.43,4
"2407",30,80289.06,2
"2408",22,44673.12,4
"2409",25,65674.53,2
"2410",24,94031.58,2
"2411",86,84840.3,2
"2412",22,110388.366726524,1
"2413",45,122565,1
"2414",22,36227.97,4
"2415",80,187583.13,3
"2416",52,286441.62,3
"2417",24,59302.35,4
"2418",69,180207.93,3
"2419",39,144348.63,1
"2420",40,110388.366726524,1
"2421",20,110388.366726524,1
"2422",25,110388.366726524,1
"2423",63,198960.66,3
"2424",59,110388.366726524,1
"2425",40,103894.68,1
"2426",25,110388.366726524,1
"2427",44,85064.34,2
"2428",48,110388.366726524,1
"2429",39,223290.81,3
"2430",86,110388.366726524,1
"2431",62,110388.366726524,1
"2432",46,156471.54,1
"2433",51,64567.86,4
"2434",84,67076.58,2
"2435",51,82743.54,2
"2436",40,75489.75,2
"2437",24,13868.37,4
"2438",62,110388.366726524,1
"2439",20,110388.366726524,1
"2440",23,41691.93,4
"2441",28,109623.99,1
"2442",20,80316.27,2
"2443",22,173295.06,3
"2444",52,167277.3,3
"2445",73,215676.99,3
"2446",46,124387.71,1
"2447",29,46794,4
"2448",35,170862.42,3
"2449",55,174431.94,3
"2450",41,127587.87,1
"2451",20,59462.22,4
"2452",24,110388.366726524,1
"2453",71,110388.366726524,1
"2454",28,107021.19,1
"2455",49,110388.366726524,1
"2456",20,72241.35,2
"2457",43,109861.05,1
"2458",49,56661.99,4
"2459",65,110388.366726524,1
"2460",41,198272.07,3
"2461",38,110388.366726524,1
"2462",39,42087.6,4
"2463",28,64413.45,4
"2464",48,149103.87,1
"2465",23,22674.3,4
"2466",33,116646.57,1
"2467",47,174257.19,3
"2468",56,172340.04,3
"2469",70,104395.05,1
"2470",44,196270.8,3
"2471",15,110388.366726524,1
"2472",22,110388.366726524,1
"2473",24,110388.366726524,1
"2474",29,110388.366726524,1
"2475",47,170874.24,3
"2476",46,191517.15,3
"2477",51,137170.59,1
"2478",36,34760.46,4
"2479",77,225020.19,3
"2480",32,51147.51,4
"2481",49,172835.22,3
"2482",47,110246.52,1
"2483",21,110388.366726524,1
"2484",21,110388.366726524,1
"2485",61,110367,1
"2486",21,24479.58,4
"2487",73,147646.56,1
"2488",79,45971.82,4
"2489",53,41327.13,4
"2490",54,110388.366726524,1
"2491",50,244931.1,3
"2492",57,133621.38,1
"2493",20,110388.366726524,1
"2494",49,110699.7,1
"2495",79,218841.42,3
"2496",86,110388.366726524,1
"2497",43,60040.62,4
"2498",45,133637.67,1
"2499",32,161275.71,1
"2500",44,209178.18,3
"2501",53,122260.83,1
"2502",20,26308.32,4
"2503",64,160506.57,1
"2504",48,78697.62,2
"2505",63,161233.11,1
"2506",25,76674.78,2
"2507",35,102454.53,1
"2508",23,110388.366726524,1
"2509",9,85688.4,2
"2510",67,110179.2,1
"2511",21,79655.88,2
"2512",30,73718.16,2
"2513",17,102020.07,1
"2514",22,110388.366726524,1
"2515",49,110388.366726524,1
"2516",36,88910.91,2
"2517",20,78937.02,2
"2518",26,126770.79,1
"2519",21,110388.366726524,1
"2520",48,120317.37,1
"2521",27,110388.366726524,1
"2522",30,126936.75,1
"2523",27,77105.01,2
"2524",50,37369.53,4
"2525",25,251797.83,3
"2526",56,107688,1
"2527",49,41382.57,4
"2528",43,189505.59,3
"2529",44,85576.23,2
"2530",47,144312.96,1
"2531",52,110388.366726524,1
"2532",20,110388.366726524,1
"2533",27,110388.366726524,1
"2534",58,110388.366726524,1
"2535",39,201297.51,3
"2536",61,265587.27,3
"2537",56,236626.35,3
"2538",31,45227.73,4
"2539",33,84587.31,2
"2540",71,86227.05,2
"2541",53,179050.35,3
"2542",41,110388.366726524,1
"2543",24,157948.08,1
"2544",45,110388.366726524,1
"2545",45,110388.366726524,1
"2546",22,80179.23,2
"2547",23,110388.366726524,1
"2548",44,110388.366726524,1
"2549",40,110388.366726524,1
"2550",26,110388.366726524,1
"2551",66,283059.75,3
"2552",24,110388.366726524,1
"2553",56,28375.68,4
"2554",47,89115.6,2
"2555",24,70519.86,2
"2556",55,163020.99,1
"2557",22,92962.62,2
"2558",24,114465,1
"2559",74,119883.75,1
"2560",24,110388.366726524,1
"2561",26,105408.42,1
"2562",26,110388.366726524,1
"2563",40,105766.53,1
"2564",67,110388.366726524,1
"2565",20,96152.04,2
"2566",48,110388.366726524,1
"2567",28,76750.98,2
"2568",22,46965.15,4
"2569",25,59338.89,4
"2570",62,138715.02,1
"2571",41,110388.366726524,1
"2572",20,49754.64,4
"2573",72,110388.366726524,1
"2574",41,112786.95,1
"2575",33,110388.366726524,1
"2576",37,124198.8,1
"2577",44,76864.02,2
"2578",43,52817.01,4
"2579",27,110388.366726524,1
"2580",26,93231.18,2
"2581",35,106686.12,1
"2582",43,63820.53,4
"2583",21,134097.81,1
"2584",22,83839.23,2
"2585",67,123310.41,1
"2586",49,110388.366726524,1
"2587",39,110388.366726524,1
"2588",19,53859.21,4
"2589",50,81743.34,2
"2590",69,110388.366726524,1
"2591",33,110388.366726524,1
"2592",45,110388.366726524,1
"2593",31,24786.48,4
"2594",67,110388.366726524,1
"2595",43,107316.6,1
"2596",42,64716.33,4
"2597",67,145722.84,1
"2598",78,92805.03,2
"2599",23,87695.58,2
"2600",22,60535.35,4
"2601",25,44059.89,4
"2602",46,110388.366726524,1
"2603",37,53620.98,4
"2604",22,215724.12,3
"2605",54,74718.3,2
"2606",55,132324.96,1
"2607",21,110388.366726524,1
"2608",25,92797.53,2
"2609",25,134955.78,1
"2610",61,114922.08,1
"2611",52,110388.366726524,1
"2612",30,41305.98,4
"2613",22,122989.32,1
"2614",57,110388.366726524,1
"2615",22,48286.29,4
"2616",45,110388.366726524,1
"2617",27,36326.7,4
"2618",51,53800.8,4
"2619",52,76057.62,2
"2620",23,110388.366726524,1
"2621",25,122474.19,1
"2622",22,216723.3,3
"2623",43,128822.82,1
"2624",26,110388.366726524,1
"2625",25,34232.34,4
"2626",21,95275.2,2
"2627",27,85203.24,2
"2628",48,77003.97,2
"2629",33,74733.03,2
"2630",44,146046.45,1
"2631",47,110388.366726524,1
"2632",31,54206.28,4
"2633",54,215526.18,3
"2634",39,114569.01,1
"2635",39,71031.39,2
"2636",37,57446.94,4
"2637",53,110388.366726524,1
"2638",43,110388.366726524,1
"2639",76,110388.366726524,1
"2640",23,110388.366726524,1
"2641",24,189509.25,3
"2642",81,182438.25,3
"2643",23,110388.366726524,1
"2644",21,118507.65,1
"2645",34,84407.16,2
"2646",20,150862.41,1
"2647",34,110388.366726524,1
"2648",25,110388.366726524,1
"2649",38,166643.82,3
"2650",34,185222.94,3
"2651",24,110388.366726524,1
"2652",38,38411.1,4
"2653",50,141613.23,1
"2654",39,268871.4,3
"2655",35,110388.366726524,1
"2656",65,79155.12,2
"2657",13,41981.46,4
"2658",29,57798.48,4
"2659",49,147719.07,1
"2660",51,110388.366726524,1
"2661",21,62217.09,4
"2662",66,110388.366726524,1
"2663",48,139208.94,1
"2664",31,275838.69,3
"2665",46,110388.366726524,1
"2666",44,93083.37,2
"2667",40,74445.45,2
"2668",32,115739.4,1
"2669",41,110388.366726524,1
"2670",28,150205.77,1
"2671",22,29323.62,4
"2672",69,199570.53,3
"2673",42,276109.47,3
"2674",24,110388.366726524,1
"2675",74,106691.82,1
"2676",45,165296.01,3
"2677",49,110388.366726524,1
"2678",39,124869.84,1
"2679",23,76287.57,2
"2680",24,283606.23,3
"2681",41,110388.366726524,1
"2682",62,18683.94,4
"2683",42,110388.366726524,1
"2684",42,117160.44,1
"2685",39,93885.03,2
"2686",41,139756.14,1
"2687",24,81167.79,2
"2688",40,157297.83,1
"2689",30,110388.366726524,1
"2690",21,168733.62,3
"2691",37,67725.48,2
"2692",22,72695.16,2
"2693",89,80587.62,2
"2694",49,242881.74,3
"2695",45,70130.76,2
"2696",77,97965.09,2
"2697",53,99467.73,2
"2698",58,55011.99,4
"2699",37,156039.42,1
"2700",51,138200.73,1
"2701",43,110388.366726524,1
"2702",23,110388.366726524,1
"2703",24,110388.366726524,1
"2704",60,78456.6,2
"2705",40,62588.91,4
"2706",57,147493.17,1
"2707",23,135930.75,1
"2708",34,159362.46,1
"2709",36,105512.67,1
"2710",43,110388.366726524,1
"2711",49,209924.25,3
"2712",55,87967.08,2
"2713",32,223571.01,3
"2714",90,179829.48,3
"2715",23,66930.72,2
"2716",24,101493.45,1
"2717",29,110388.366726524,1
"2718",32,110388.366726524,1
"2719",57,53063.79,4
"2720",61,123049.53,1
"2721",77,110388.366726524,1
"2722",23,65985.48,2
"2723",23,203028.54,3
"2724",37,92566.92,2
"2725",41,61597.86,4
"2726",19,124319.58,1
"2727",25,211472.94,3
"2728",48,110388.366726524,1
"2729",28,70583.46,2
"2730",44,124709.16,1
"2731",22,258936.93,3
"2732",28,205775.88,3
"2733",6,53632.17,4
"2734",30,110388.366726524,1
"2735",22,110388.366726524,1
"2736",20,110388.366726524,1
"2737",24,129795.87,1
"2738",47,60372.54,4
"2739",72,88186.68,2
"2740",25,136557.51,1
"2741",33,51883.08,4
"2742",24,175478.76,3
"2743",35,251086.8,3
"2744",45,134918.55,1
"2745",64,116067.15,1
"2746",24,286857.57,3
"2747",38,122250.69,1
"2748",20,149660.85,1
"2749",45,253076.13,3
"2750",43,197878.98,3
"2751",11,110388.366726524,1
"2752",25,63099.99,4
"2753",30,50552.28,4
"2754",51,183828.57,3
"2755",59,74312.55,2
"2756",23,126697.86,1
"2757",56,93662.94,2
"2758",25,52267.02,4
"2759",16,276080.43,3
"2760",47,110388.366726524,1
"2761",50,110235.51,1
"2762",35,84818.22,2
"2763",22,110388.366726524,1
"2764",57,110388.366726524,1
"2765",64,125867.4,1
"2766",47,127433.1,1
"2767",46,116542.59,1
"2768",47,170333.31,3
"2769",43,110388.366726524,1
"2770",24,110388.366726524,1
"2771",23,109448.25,1
"2772",38,57619.23,4
"2773",23,54408.12,4
"2774",32,110388.366726524,1
"2775",45,239092.44,3
"2776",51,49909.38,4
"2777",51,112990.5,1
"2778",23,110388.366726524,1
"2779",20,110388.366726524,1
"2780",27,105833.91,1
"2781",21,119681.1,1
"2782",51,176064.72,3
"2783",21,119466.78,1
"2784",43,217556.85,3
"2785",37,223732.74,3
"2786",44,98900.01,2
"2787",21,102779.19,1
"2788",64,82520.7,2
"2789",58,62222.94,4
"2790",29,67401.69,2
"2791",25,55035.3,4
"2792",85,110388.366726524,1
"2793",63,138639.78,1
"2794",27,72690.63,2
"2795",47,78664.8,2
"2796",27,94515.03,2
"2797",78,110388.366726524,1
"2798",27,110388.366726524,1
"2799",22,110388.366726524,1
"2800",29,112816.23,1
"2801",25,110388.366726524,1
"2802",46,204177.57,3
"2803",40,123290.46,1
"2804",31,222067.65,3
"2805",22,110388.366726524,1
"2806",52,64009.14,4
"2807",30,57951.69,4
"2808",22,112363.62,1
"2809",38,182049.09,3
"2810",31,152982.93,1
"2811",23,79092.69,2
"2812",62,110388.366726524,1
"2813",22,110388.366726524,1
"2814",37,166900.59,3
"2815",35,59847.57,4
"2816",33,110388.366726524,1
"2817",34,110388.366726524,1
"2818",26,114863.58,1
"2819",60,110388.366726524,1
"2820",34,110388.366726524,1
"2821",21,76041.96,2
"2822",32,70252.11,2
"2823",45,110388.366726524,1
"2824",21,110388.366726524,1
"2825",23,110388.366726524,1
"2826",41,110388.366726524,1
"2827",22,156473.58,1
"2828",26,88546.98,2
"2829",44,282946.59,3
"2830",63,95430.15,2
"2831",51,110388.366726524,1
"2832",27,94912.05,2
"2833",48,126750.93,1
"2834",24,204497.58,3
"2835",50,157536.51,1
"2836",25,71200.68,2
"2837",22,61740.9,4
"2838",46,71482.68,2
"2839",20,110388.366726524,1
"2840",66,133541.01,1
"2841",27,124203.24,1
"2842",22,110388.366726524,1
"2843",35,34161.33,4
"2844",30,243643.92,3
"2845",51,122313.9,1
"2846",40,85937.88,2
"2847",34,59053.65,4
"2848",21,115342.62,1
"2849",52,192031.65,3
"2850",41,137173.92,1
"2851",28,110388.366726524,1
"2852",20,45638.37,4
"2853",43,107752.98,1
"2854",43,88791.96,2
"2855",21,57123.27,4
"2856",37,64601.79,4
"2857",24,88800.03,2
"2858",54,110388.366726524,1
"2859",23,45629.85,4
"2860",44,199506.81,3
"2861",46,165391.44,3
"2862",43,87425.37,2
"2863",35,124946.16,1
"2864",38,83405.28,2
"2865",41,193612.02,3
"2866",31,67376.43,2
"2867",48,110388.366726524,1
"2868",75,94241.88,2
"2869",31,72860.01,2
"2870",37,156764.94,1
"2871",40,88922.64,2
"2872",22,47310,4
"2873",30,44840.25,4
"2874",78,55337.28,4
"2875",38,110388.366726524,1
"2876",62,110657.58,1
"2877",27,110388.366726524,1
"2878",74,84521.67,2
"2879",27,83036.34,2
"2880",52,101891.4,1
"2881",42,56063.19,4
"2882",36,73622.34,2
"2883",27,47545.32,4
"2884",38,125454.99,1
"2885",35,110388.366726524,1
"2886",51,40451.01,4
"2887",58,41107.62,4
"2888",29,135224.97,1
"2889",35,110388.366726524,1
"2890",61,110388.366726524,1
"2891",41,110388.366726524,1
"2892",24,196693.47,3
"2893",24,65706.57,2
"2894",24,87761.46,2
"2895",46,152294.85,1
"2896",46,69934.05,2
"2897",24,84061.71,2
"2898",32,62764.23,4
"2899",40,164197.71,3
"2900",23,65388.87,2
"2901",36,110388.366726524,1
"2902",39,110388.366726524,1
"2903",23,59239.23,4
"2904",27,102707.34,1
"2905",44,62588.91,4
"2906",49,70614.06,2
"2907",43,115582.35,1
"2908",25,43558.29,4
"2909",67,136248.69,1
"2910",21,110388.366726524,1
"2911",24,110388.366726524,1
"2912",48,109899.12,1
"2913",23,110388.366726524,1
"2914",26,162890.94,1
"2915",22,173267.64,3
"2916",22,108467.28,1
"2917",41,110388.366726524,1
"2918",24,68079.12,2
"2919",29,205547.79,3
"2920",30,110388.366726524,1
"2921",40,110388.366726524,1
"2922",48,43169.43,4
"2923",40,79089.87,2
"2924",21,83170.98,2
"2925",27,171720,3
"2926",16,180377.1,3
"2927",23,28630.2,4
"2928",34,121991.49,1
"2929",28,110388.366726524,1
"2930",33,79242.54,2
"2931",68,110388.366726524,1
"2932",72,110388.366726524,1
"2933",20,110388.366726524,1
"2934",47,249231.84,3
"2935",50,116429.67,1
"2936",83,116415.48,1
"2937",26,54263.22,4
"2938",25,73838.88,2
"2939",21,110388.366726524,1
"2940",37,134467.77,1
"2941",47,110388.366726524,1
"2942",46,103994.79,1
"2943",50,262835.82,3
"2944",39,67693.47,2
"2945",35,84589.02,2
"2946",61,119022.78,1
"2947",23,60023.1,4
"2948",21,82845.48,2
"2949",26,87617.85,2
"2950",39,113939.64,1
"2951",21,110388.366726524,1
"2952",23,28983.75,4
"2953",19,110388.366726524,1
"2954",39,110388.366726524,1
"2955",21,120598.62,1
"2956",49,220179.45,3
"2957",62,110388.366726524,1
"2958",60,110388.366726524,1
"2959",21,147351.66,1
"2960",50,110388.366726524,1
"2961",56,110388.366726524,1
"2962",50,110388.366726524,1
"2963",21,110388.366726524,1
"2964",20,114533.31,1
"2965",29,118835.1,1
"2966",27,110388.366726524,1
"2967",37,37783.11,4
"2968",23,90322.41,2
"2969",69,110388.366726524,1
"2970",67,147570.63,1
"2971",33,41416.68,4
"2972",26,177115.47,3
"2973",19,91338.63,2
"2974",37,93580.56,2
"2975",71,110388.366726524,1
"2976",23,252966.12,3
"2977",27,110388.366726524,1
"2978",30,59249.4,4
"2979",25,110388.366726524,1
"2980",67,74317.68,2
"2981",21,110388.366726524,1
"2982",55,97669.05,2
"2983",20,110388.366726524,1
"2984",26,85012.71,2
"2985",28,81492.3,2
"2986",74,98856.48,2
"2987",52,225510.39,3
"2988",48,135106.56,1
"2989",39,124280.01,1
"2990",65,265350.42,3
"2991",51,216159.72,3
"2992",23,174604.17,3
"2993",56,131830.86,1
"2994",25,31877.4,4
"2995",41,45614.43,4
"2996",24,261464.76,3
"2997",23,131169.06,1
"2998",36,96040.71,2
"2999",22,64023.99,4
"3000",25,110388.366726524,1
"3001",35,110388.366726524,1
"3002",71,110388.366726524,1
"3003",11,193747.62,3
"3004",26,110388.366726524,1
"3005",44,110388.366726524,1
"3006",21,73784.94,2
"3007",62,97683.36,2
"3008",98,91301.07,2
"3009",29,94832.61,2
"3010",72,84339.03,2
"3011",44,183253.53,3
"3012",30,41606.07,4
"3013",29,110388.366726524,1
"3014",23,44108.13,4
"3015",55,110388.366726524,1
"3016",23,43048.59,4
"3017",44,117720.9,1
"3018",68,62026.95,4
"3019",34,111276.75,1
"3020",51,146602.65,1
"3021",56,106293.09,1
"3022",20,110388.366726524,1
"3023",91,198544.17,3
"3024",20,110388.366726524,1
"3025",30,144661.71,1
"3026",90,79952.76,2
"3027",43,181430.1,3
"3028",21,32381.82,4
"3029",54,110388.366726524,1
"3030",67,110388.366726524,1
"3031",65,110388.366726524,1
"3032",24,78264.66,2
"3033",62,51674.73,4
"3034",38,81374.73,2
"3035",31,76622.79,2
"3036",20,46469.76,4
"3037",40,135423.45,1
"3038",72,50391.27,4
"3039",21,110388.366726524,1
"3040",28,127726.59,1
"3041",22,110388.366726524,1
"3042",13,110388.366726524,1
"3043",26,94430.37,2
"3044",40,53125.68,4
"3045",56,185022.57,3
"3046",23,110388.366726524,1
"3047",60,91733.31,2
"3048",42,72500.82,2
"3049",54,112297.14,1
"3050",74,110388.366726524,1
"3051",24,82903.29,2
"3052",23,64570.17,4
"3053",49,123810.9,1
"3054",42,78652.62,2
"3055",22,67930.92,2
"3056",42,118000.02,1
"3057",47,133712.88,1
"3058",46,235084.05,3
"3059",77,254377.08,3
"3060",56,239849.13,3
"3061",23,64933.14,4
"3062",58,112876.83,1
"3063",48,77417.04,2
"3064",24,128572.74,1
"3065",46,110388.366726524,1
"3066",40,104303.49,1
"3067",25,132808.65,1
"3068",44,174547.98,3
"3069",43,91873.32,2
"3070",20,146393.79,1
"3071",41,110388.366726524,1
"3072",29,53948.19,4
"3073",26,55089.3,4
"3074",21,67236.6,2
"3075",92,110388.366726524,1
"3076",27,47791.92,4
"3077",58,81859.02,2
"3078",64,158442.3,1
"3079",45,174697.47,3
"3080",23,134021.67,1
"3081",71,111768.75,1
"3082",38,48565.98,4
"3083",41,178002.27,3
"3084",25,110388.366726524,1
"3085",50,51510.42,4
"3086",41,66292.26,2
"3087",55,110388.366726524,1
"3088",45,135522.15,1
"3089",51,110388.366726524,1
"3090",22,110388.366726524,1
"3091",49,110388.366726524,1
"3092",52,110388.366726524,1
"3093",23,92077.98,2
"3094",68,76916.34,2
"3095",26,110388.366726524,1
"3096",36,130959.81,1
"3097",47,64482.75,4
"3098",32,76777.83,2
"3099",56,27411.51,4
"3100",53,110028.21,1
"3101",23,132224.31,1
"3102",50,110388.366726524,1
"3103",23,59754.54,4
"3104",41,110388.366726524,1
"3105",44,110388.366726524,1
"3106",51,110388.366726524,1
"3107",80,110388.366726524,1
"3108",61,274935.87,3
"3109",28,43379.73,4
"3110",22,59618.58,4
"3111",21,110388.366726524,1
"3112",57,110388.366726524,1
"3113",40,198031.98,3
"3114",22,112293.99,1
"3115",75,110388.366726524,1
"3116",32,37915.53,4
"3117",51,141503.16,1
"3118",26,47468.19,4
"3119",25,59428.29,4
"3120",46,186558.57,3
"3121",65,78061.41,2
"3122",70,75253.11,2
"3123",50,158385.21,1
"3124",60,29803.29,4
"3125",20,104901.66,1
"3126",74,287059.32,3
"3127",55,286761.66,3
"3128",37,77327.82,2
"3129",21,166146.3,3
"3130",27,40104.24,4
"3131",26,110388.366726524,1
"3132",47,110388.366726524,1
"3133",22,33339.3,4
"3134",83,159066.15,1
"3135",28,135814.83,1
"3136",14,110388.366726524,1
"3137",91,207648.6,3
"3138",59,110388.366726524,1
"3139",24,99099.06,2
"3140",25,82971.57,2
"3141",28,95201.4,2
"3142",49,64128.27,4
"3143",22,110388.366726524,1
"3144",52,161217.36,1
"3145",42,155852.61,1
"3146",23,99257.85,2
"3147",38,88651.35,2
"3148",26,58910.58,4
"3149",36,242624.58,3
"3150",21,110388.366726524,1
"3151",21,85966.35,2
"3152",29,110388.366726524,1
"3153",22,67340.4,2
"3154",20,110388.366726524,1
"3155",56,41986.26,4
"3156",28,127962.42,1
"3157",22,105902.31,1
"3158",73,110388.366726524,1
"3159",25,88923.57,2
"3160",50,46950.48,4
"3161",26,110388.366726524,1
"3162",45,71757.42,2
"3163",37,104211.03,1
"3164",51,110388.366726524,1
"3165",35,78040.89,2
"3166",40,95421.63,2
"3167",23,108135.78,1
"3168",23,51656.85,4
"3169",26,92112.36,2
"3170",68,110388.366726524,1
"3171",24,61455.99,4
"3172",31,86649.15,2
"3173",79,72768.09,2
"3174",27,33219.78,4
"3175",77,110388.366726524,1
"3176",16,177870.81,3
"3177",27,107428.29,1
"3178",80,110388.366726524,1
"3179",24,228493.68,3
